,Order_ID,Date,Delivery_Status,Delivery_Time,Delivery_Cost,Customer_Rating,Rider_ID
1101,ORDER1102,2023-07-26,Failed,41,272.0,4,RIDER1102
1102,ORDER1103,2023-03-11,Delivered,78,117.6,3,RIDER1103
1103,ORDER1104,2023-02-21,In Transit,117,152.61,2,RIDER1104
1104,ORDER1105,2023-12-14,Delivered,59,362.22,5,RIDER1105
1105,ORDER1106,2023-11-15,Failed,103,394.46,1,RIDER1106
1106,ORDER1107,2023-12-25,Failed,68,154.52,5,RIDER1107
1107,ORDER1108,2023-03-14,In Transit,104,92.81,2,RIDER1108
1108,ORDER1109,2023-10-17,Failed,66,139.27,4,RIDER1109
1109,ORDER1110,2023-05-27,Delivered,94,426.88,1,RIDER1110
1110,ORDER1111,2023-03-04,In Transit,115,211.7,5,RIDER1111
1111,ORDER1112,2023-06-04,Delivered,63,284.04,2,RIDER1112
1112,ORDER1113,2023-04-28,Delivered,109,396.05,1,RIDER1113
1113,ORDER1114,2023-03-09,Failed,61,270.85,5,RIDER1114
1114,ORDER1115,2023-07-20,Failed,99,472.93,3,RIDER1115
1115,ORDER1116,2023-08-21,In Transit,63,77.33,3,RIDER1116
1116,ORDER1117,2023-10-26,In Transit,113,175.27,5,RIDER1117
1117,ORDER1118,2023-01-02,Delivered,86,464.11,1,RIDER1118
1118,ORDER1119,2023-02-02,Failed,73,180.53,3,RIDER1119
1119,ORDER1120,2023-05-28,Failed,19,109.96,2,RIDER1120
1120,ORDER1121,2023-05-13,In Transit,70,135.16,3,RIDER1121
1121,ORDER1122,2023-10-20,Failed,14,137.34,2,RIDER1122
1122,ORDER1123,2023-10-17,Delivered,112,73.6,2,RIDER1123
1123,ORDER1124,2023-11-26,Failed,94,191.86,2,RIDER1124
1124,ORDER1125,2023-10-04,Failed,17,84.84,1,RIDER1125
1125,ORDER1126,2023-04-01,Failed,10,435.37,1,RIDER1126
1126,ORDER1127,2023-04-24,Delivered,84,228.16,2,RIDER1127
1127,ORDER1128,2023-08-08,Delivered,90,59.41,5,RIDER1128
1128,ORDER1129,2023-05-16,Failed,67,53.52,1,RIDER1129
1129,ORDER1130,2023-07-15,Delivered,89,412.85,2,RIDER1130
1130,ORDER1131,2023-03-23,Delivered,12,471.24,4,RIDER1131
1131,ORDER1132,2023-06-11,Failed,25,298.73,3,RIDER1132
1132,ORDER1133,2023-06-28,Delivered,103,415.19,2,RIDER1133
1133,ORDER1134,2023-12-04,Failed,118,147.57,2,RIDER1134
1134,ORDER1135,2023-01-16,In Transit,76,481.62,5,RIDER1135
1135,ORDER1136,2023-10-30,In Transit,47,324.11,5,RIDER1136
1136,ORDER1137,2023-12-26,In Transit,78,362.32,2,RIDER1137
1137,ORDER1138,2023-12-17,Delivered,56,156.21,1,RIDER1138
1138,ORDER1139,2023-12-06,Failed,99,370.07,1,RIDER1139
1139,ORDER1140,2023-02-16,Delivered,65,325.32,3,RIDER1140
1140,ORDER1141,2023-11-06,In Transit,50,332.25,4,RIDER1141
1141,ORDER1142,2023-01-03,Delivered,24,79.39,4,RIDER1142
1142,ORDER1143,2023-06-12,Delivered,95,445.65,5,RIDER1143
1143,ORDER1144,2023-01-26,Failed,64,457.96,5,RIDER1144
1144,ORDER1145,2023-05-26,In Transit,14,101.07,4,RIDER1145
1145,ORDER1146,2023-02-19,Delivered,34,403.21,2,RIDER1146
1146,ORDER1147,2023-08-22,Delivered,94,319.38,2,RIDER1147
1147,ORDER1148,2023-07-28,In Transit,58,138.95,5,RIDER1148
1148,ORDER1149,2023-11-29,Delivered,66,275.32,2,RIDER1149
1149,ORDER1150,2023-09-22,In Transit,93,77.76,3,RIDER1150
1150,ORDER1151,2023-05-28,Failed,101,431.44,4,RIDER1151
1151,ORDER1152,2023-09-22,Failed,31,75.76,2,RIDER1152
1152,ORDER1153,2023-12-14,Failed,71,483.15,1,RIDER1153
1153,ORDER1154,2023-05-20,In Transit,86,61.44,3,RIDER1154
1154,ORDER1155,2023-10-28,Delivered,38,51.83,1,RIDER1155
1155,ORDER1156,2023-02-20,Delivered,105,470.69,2,RIDER1156
1156,ORDER1157,2023-05-21,Delivered,96,108.62,1,RIDER1157
1157,ORDER1158,2023-07-23,In Transit,103,421.94,5,RIDER1158
1158,ORDER1159,2023-07-18,Failed,49,463.29,5,RIDER1159
1159,ORDER1160,2023-06-09,In Transit,62,388.34,2,RIDER1160
1160,ORDER1161,2023-01-15,Delivered,75,402.79,3,RIDER1161
1161,ORDER1162,2023-02-11,In Transit,49,226.18,5,RIDER1162
1162,ORDER1163,2023-12-10,Failed,25,293.44,3,RIDER1163
1163,ORDER1164,2023-02-03,Failed,114,96.81,1,RIDER1164
1164,ORDER1165,2023-07-23,Delivered,108,165.53,2,RIDER1165
1165,ORDER1166,2023-11-11,Failed,19,225.31,1,RIDER1166
1166,ORDER1167,2023-08-09,Delivered,87,321.74,4,RIDER1167
1167,ORDER1168,2023-08-03,Delivered,71,479.18,3,RIDER1168
1168,ORDER1169,2023-04-18,In Transit,86,415.53,4,RIDER1169
1169,ORDER1170,2023-03-03,In Transit,46,432.22,1,RIDER1170
1170,ORDER1171,2023-11-11,In Transit,34,489.28,1,RIDER1171
1171,ORDER1172,2023-03-05,Failed,22,402.47,1,RIDER1172
1172,ORDER1173,2023-01-10,Delivered,52,199.11,3,RIDER1173
1173,ORDER1174,2023-07-07,In Transit,74,308.19,5,RIDER1174
1174,ORDER1175,2023-07-11,In Transit,101,306.51,2,RIDER1175
1175,ORDER1176,2023-04-24,Delivered,46,144.21,3,RIDER1176
1176,ORDER1177,2023-04-11,Failed,118,327.85,3,RIDER1177
1177,ORDER1178,2023-08-09,Delivered,82,122.29,4,RIDER1178
1178,ORDER1179,2023-11-11,In Transit,120,444.12,2,RIDER1179
1179,ORDER1180,2023-10-15,Failed,74,204.32,5,RIDER1180
1180,ORDER1181,2023-07-09,Failed,24,226.87,4,RIDER1181
1181,ORDER1182,2023-07-15,Delivered,103,398.79,2,RIDER1182
1182,ORDER1183,2023-10-26,Failed,120,349.39,1,RIDER1183
1183,ORDER1184,2023-08-14,Failed,73,64.95,3,RIDER1184
1184,ORDER1185,2023-04-22,In Transit,39,480.13,2,RIDER1185
1185,ORDER1186,2023-10-21,Delivered,117,382.41,5,RIDER1186
1186,ORDER1187,2023-01-06,Delivered,24,395.86,5,RIDER1187
1187,ORDER1188,2023-03-26,Delivered,15,234.25,2,RIDER1188
1188,ORDER1189,2023-05-16,Delivered,32,261.65,3,RIDER1189
1189,ORDER1190,2023-12-24,Delivered,115,218.61,2,RIDER1190
1190,ORDER1191,2023-03-29,Delivered,115,284.03,4,RIDER1191
1191,ORDER1192,2023-10-26,Delivered,16,175.7,3,RIDER1192
1192,ORDER1193,2023-12-03,Delivered,119,133.23,5,RIDER1193
1193,ORDER1194,2023-04-28,Delivered,33,197.71,3,RIDER1194
1194,ORDER1195,2023-11-19,Delivered,41,207.61,1,RIDER1195
1195,ORDER1196,2023-12-29,Delivered,88,279.62,4,RIDER1196
1196,ORDER1197,2023-04-02,In Transit,105,216.93,2,RIDER1197
1197,ORDER1198,2023-03-26,Failed,13,61.76,3,RIDER1198
1198,ORDER1199,2023-07-10,In Transit,74,266.63,3,RIDER1199
1199,ORDER1200,2023-01-15,Delivered,24,252.24,2,RIDER1200
1200,ORDER1201,2023-12-07,Failed,114,386.69,2,RIDER1201
1201,ORDER1202,2023-06-28,Delivered,109,462.11,4,RIDER1202
1202,ORDER1203,2023-11-10,Failed,50,460.13,1,RIDER1203
1203,ORDER1204,2023-05-22,In Transit,113,205.29,2,RIDER1204
1204,ORDER1205,2023-02-10,In Transit,35,433.07,5,RIDER1205
1205,ORDER1206,2023-07-21,Failed,101,445.88,2,RIDER1206
1206,ORDER1207,2023-09-20,In Transit,21,271.03,5,RIDER1207
1207,ORDER1208,2023-09-07,Delivered,99,489.94,4,RIDER1208
1208,ORDER1209,2023-07-16,Delivered,22,216.01,5,RIDER1209
1209,ORDER1210,2023-12-03,Delivered,112,228.18,3,RIDER1210
1210,ORDER1211,2023-01-21,Delivered,21,303.32,1,RIDER1211
1211,ORDER1212,2023-06-02,Delivered,73,297.45,4,RIDER1212
1212,ORDER1213,2023-06-17,Delivered,16,179.69,2,RIDER1213
1213,ORDER1214,2023-03-14,In Transit,89,335.55,5,RIDER1214
1214,ORDER1215,2023-04-11,Failed,28,55.9,3,RIDER1215
1215,ORDER1216,2023-06-14,Failed,27,208.94,3,RIDER1216
1216,ORDER1217,2023-10-05,Failed,54,331.06,2,RIDER1217
1217,ORDER1218,2023-03-17,Failed,106,184.8,4,RIDER1218
1218,ORDER1219,2023-07-27,In Transit,59,287.36,3,RIDER1219
1219,ORDER1220,2023-03-19,Delivered,44,236.46,2,RIDER1220
1220,ORDER1221,2023-03-22,Delivered,54,101.8,4,RIDER1221
1221,ORDER1222,2023-11-29,Failed,66,106.54,3,RIDER1222
1222,ORDER1223,2023-04-30,Failed,113,420.25,4,RIDER1223
1223,ORDER1224,2023-01-02,Delivered,108,289.91,4,RIDER1224
1224,ORDER1225,2023-09-07,In Transit,42,217.86,1,RIDER1225
1225,ORDER1226,2023-08-18,In Transit,61,435.93,1,RIDER1226
1226,ORDER1227,2023-06-04,In Transit,104,337.2,2,RIDER1227
1227,ORDER1228,2023-10-02,In Transit,101,129.79,2,RIDER1228
1228,ORDER1229,2023-02-15,Delivered,78,121.52,1,RIDER1229
1229,ORDER1230,2023-02-11,In Transit,87,85.4,2,RIDER1230
1230,ORDER1231,2023-08-29,In Transit,41,469.47,1,RIDER1231
1231,ORDER1232,2023-11-24,Failed,111,95.59,1,RIDER1232
1232,ORDER1233,2023-10-04,Delivered,56,487.66,3,RIDER1233
1233,ORDER1234,2023-04-23,In Transit,78,228.01,2,RIDER1234
1234,ORDER1235,2023-02-02,In Transit,115,436.11,1,RIDER1235
1235,ORDER1236,2023-07-26,Failed,112,135.62,5,RIDER1236
1236,ORDER1237,2023-01-10,Delivered,50,222.07,5,RIDER1237
1237,ORDER1238,2023-02-16,Delivered,21,360.9,5,RIDER1238
1238,ORDER1239,2023-11-18,Failed,56,167.12,3,RIDER1239
1239,ORDER1240,2023-04-18,In Transit,27,376.3,4,RIDER1240
1240,ORDER1241,2023-04-21,Failed,33,233.13,5,RIDER1241
1241,ORDER1242,2023-08-24,In Transit,70,236.17,1,RIDER1242
1242,ORDER1243,2023-03-19,Delivered,98,426.31,4,RIDER1243
1243,ORDER1244,2023-07-17,Delivered,44,397.28,2,RIDER1244
1244,ORDER1245,2023-03-26,Delivered,22,416.62,5,RIDER1245
1245,ORDER1246,2023-12-23,Delivered,13,93.49,5,RIDER1246
1246,ORDER1247,2023-04-22,Failed,38,326.52,4,RIDER1247
1247,ORDER1248,2023-11-10,Delivered,119,182.81,5,RIDER1248
1248,ORDER1249,2023-02-14,In Transit,98,75.43,3,RIDER1249
1249,ORDER1250,2023-02-03,Delivered,89,405.74,5,RIDER1250
1250,ORDER1251,2023-09-02,Failed,84,452.95,3,RIDER1251
1251,ORDER1252,2023-03-30,In Transit,39,413.2,1,RIDER1252
1252,ORDER1253,2023-09-28,Delivered,41,342.1,1,RIDER1253
1253,ORDER1254,2023-04-10,In Transit,22,197.94,3,RIDER1254
1254,ORDER1255,2023-02-13,In Transit,97,497.42,4,RIDER1255
1255,ORDER1256,2023-11-15,In Transit,54,401.74,3,RIDER1256
1256,ORDER1257,2023-01-02,Failed,120,307.8,4,RIDER1257
1257,ORDER1258,2023-03-12,Failed,98,389.27,3,RIDER1258
1258,ORDER1259,2023-10-19,Delivered,80,300.89,2,RIDER1259
1259,ORDER1260,2023-04-19,Failed,41,198.06,2,RIDER1260
1260,ORDER1261,2023-02-11,Failed,93,230.66,4,RIDER1261
1261,ORDER1262,2023-08-02,Failed,58,199.0,3,RIDER1262
1262,ORDER1263,2023-12-04,Delivered,99,364.92,1,RIDER1263
1263,ORDER1264,2023-05-22,Delivered,62,338.82,1,RIDER1264
1264,ORDER1265,2023-05-21,Failed,105,114.17,2,RIDER1265
1265,ORDER1266,2023-06-13,Failed,98,390.17,1,RIDER1266
1266,ORDER1267,2023-11-17,In Transit,108,82.57,5,RIDER1267
1267,ORDER1268,2023-07-28,In Transit,14,87.6,5,RIDER1268
1268,ORDER1269,2023-03-22,Failed,69,146.3,5,RIDER1269
1269,ORDER1270,2023-07-08,Delivered,93,337.25,3,RIDER1270
1270,ORDER1271,2023-03-04,In Transit,30,75.36,4,RIDER1271
1271,ORDER1272,2023-08-11,Delivered,96,288.86,1,RIDER1272
1272,ORDER1273,2023-07-03,In Transit,106,359.5,5,RIDER1273
1273,ORDER1274,2023-02-14,Delivered,32,51.68,3,RIDER1274
1274,ORDER1275,2023-03-29,In Transit,44,314.05,3,RIDER1275
1275,ORDER1276,2023-04-03,Delivered,70,156.82,5,RIDER1276
1276,ORDER1277,2023-06-15,Failed,99,323.03,2,RIDER1277
1277,ORDER1278,2023-05-27,Failed,98,161.56,4,RIDER1278
1278,ORDER1279,2023-09-28,Delivered,114,122.27,2,RIDER1279
1279,ORDER1280,2023-06-21,Failed,69,81.57,5,RIDER1280
1280,ORDER1281,2023-11-19,Failed,103,238.49,1,RIDER1281
1281,ORDER1282,2023-07-03,Failed,24,55.83,2,RIDER1282
1282,ORDER1283,2023-07-21,Delivered,83,419.25,2,RIDER1283
1283,ORDER1284,2023-12-06,Delivered,97,327.83,1,RIDER1284
1284,ORDER1285,2023-11-26,In Transit,49,217.21,2,RIDER1285
1285,ORDER1286,2023-07-03,Failed,62,343.78,3,RIDER1286
1286,ORDER1287,2023-05-04,Failed,11,139.35,2,RIDER1287
1287,ORDER1288,2023-10-23,In Transit,86,115.46,4,RIDER1288
1288,ORDER1289,2023-05-01,In Transit,36,215.96,3,RIDER1289
1289,ORDER1290,2023-09-24,Failed,41,78.9,4,RIDER1290
1290,ORDER1291,2023-05-02,Failed,51,482.08,5,RIDER1291
1291,ORDER1292,2023-11-30,Delivered,91,151.97,4,RIDER1292
1292,ORDER1293,2023-09-19,In Transit,63,385.19,2,RIDER1293
1293,ORDER1294,2023-06-30,Failed,67,310.82,4,RIDER1294
1294,ORDER1295,2023-09-14,Delivered,11,466.25,4,RIDER1295
1295,ORDER1296,2023-05-24,Failed,48,229.86,1,RIDER1296
1296,ORDER1297,2023-01-18,Delivered,50,171.05,2,RIDER1297
1297,ORDER1298,2023-07-09,In Transit,16,382.18,5,RIDER1298
1298,ORDER1299,2023-11-25,Delivered,20,81.93,2,RIDER1299
1299,ORDER1300,2023-12-17,Failed,42,382.47,1,RIDER1300
1300,ORDER1301,2023-07-22,In Transit,88,253.11,3,RIDER1301
1301,ORDER1302,2023-10-06,Delivered,68,265.66,4,RIDER1302
1302,ORDER1303,2023-11-22,Delivered,105,370.79,5,RIDER1303
1303,ORDER1304,2023-12-06,In Transit,91,150.26,3,RIDER1304
1304,ORDER1305,2023-01-22,In Transit,28,85.29,2,RIDER1305
1305,ORDER1306,2023-03-23,Delivered,37,469.19,2,RIDER1306
1306,ORDER1307,2023-01-18,Failed,15,460.12,2,RIDER1307
1307,ORDER1308,2023-05-19,In Transit,54,179.16,5,RIDER1308
1308,ORDER1309,2023-12-18,Delivered,12,260.27,2,RIDER1309
1309,ORDER1310,2023-01-18,Failed,36,87.38,3,RIDER1310
1310,ORDER1311,2023-11-13,Delivered,45,90.3,2,RIDER1311
1311,ORDER1312,2023-02-21,Failed,56,467.89,5,RIDER1312
1312,ORDER1313,2023-04-05,Delivered,66,254.77,3,RIDER1313
1313,ORDER1314,2023-09-14,Failed,106,273.88,3,RIDER1314
1314,ORDER1315,2023-10-25,Failed,28,368.99,1,RIDER1315
1315,ORDER1316,2023-08-15,Failed,99,487.01,2,RIDER1316
1316,ORDER1317,2023-07-01,Failed,119,135.18,3,RIDER1317
1317,ORDER1318,2023-03-20,Delivered,46,463.69,5,RIDER1318
1318,ORDER1319,2023-10-02,In Transit,80,213.2,2,RIDER1319
1319,ORDER1320,2023-11-01,Failed,115,242.28,3,RIDER1320
1320,ORDER1321,2023-05-28,Delivered,109,187.79,2,RIDER1321
1321,ORDER1322,2023-12-21,Failed,51,467.72,3,RIDER1322
1322,ORDER1323,2023-11-03,Delivered,59,490.13,4,RIDER1323
1323,ORDER1324,2023-07-01,Failed,52,229.73,1,RIDER1324
1324,ORDER1325,2023-01-20,Delivered,111,312.59,5,RIDER1325
1325,ORDER1326,2023-01-01,In Transit,33,397.09,5,RIDER1326
1326,ORDER1327,2023-04-21,In Transit,97,460.63,5,RIDER1327
1327,ORDER1328,2023-01-16,Failed,38,377.91,5,RIDER1328
1328,ORDER1329,2023-06-30,Delivered,61,227.47,5,RIDER1329
1329,ORDER1330,2023-08-04,Failed,72,100.07,5,RIDER1330
1330,ORDER1331,2023-06-08,In Transit,72,142.2,1,RIDER1331
1331,ORDER1332,2023-02-01,Delivered,96,71.29,5,RIDER1332
1332,ORDER1333,2023-06-15,In Transit,64,244.59,5,RIDER1333
1333,ORDER1334,2023-09-21,In Transit,47,420.6,4,RIDER1334
1334,ORDER1335,2023-11-17,Failed,58,214.13,4,RIDER1335
1335,ORDER1336,2023-12-30,Failed,113,67.19,3,RIDER1336
1336,ORDER1337,2023-04-13,In Transit,38,298.56,4,RIDER1337
1337,ORDER1338,2023-04-15,In Transit,22,60.95,4,RIDER1338
1338,ORDER1339,2023-07-03,Delivered,76,462.65,2,RIDER1339
1339,ORDER1340,2023-10-13,Failed,47,77.07,2,RIDER1340
1340,ORDER1341,2023-08-25,Failed,13,247.9,5,RIDER1341
1341,ORDER1342,2023-11-22,In Transit,102,69.39,1,RIDER1342
1342,ORDER1343,2023-06-01,Delivered,89,288.94,4,RIDER1343
1343,ORDER1344,2023-04-28,Delivered,79,432.58,3,RIDER1344
1344,ORDER1345,2023-07-13,Delivered,58,261.3,4,RIDER1345
1345,ORDER1346,2023-02-28,Failed,71,285.85,3,RIDER1346
1346,ORDER1347,2023-08-01,In Transit,41,141.29,4,RIDER1347
1347,ORDER1348,2023-11-14,In Transit,98,497.37,4,RIDER1348
1348,ORDER1349,2023-04-28,In Transit,85,75.17,4,RIDER1349
1349,ORDER1350,2023-03-20,Delivered,29,76.17,5,RIDER1350
1350,ORDER1351,2023-09-27,Delivered,53,471.14,2,RIDER1351
1351,ORDER1352,2023-06-10,Delivered,64,63.62,4,RIDER1352
1352,ORDER1353,2023-06-24,Delivered,65,462.53,4,RIDER1353
1353,ORDER1354,2023-07-29,Delivered,78,115.06,2,RIDER1354
1354,ORDER1355,2023-06-09,Delivered,98,229.27,4,RIDER1355
1355,ORDER1356,2023-07-29,In Transit,117,465.55,2,RIDER1356
1356,ORDER1357,2023-11-19,Failed,73,92.38,1,RIDER1357
1357,ORDER1358,2023-08-06,Failed,42,91.7,3,RIDER1358
1358,ORDER1359,2023-06-21,Delivered,78,359.99,2,RIDER1359
1359,ORDER1360,2023-12-12,Delivered,100,263.75,4,RIDER1360
1360,ORDER1361,2023-10-28,Delivered,83,279.94,1,RIDER1361
1361,ORDER1362,2023-09-03,Delivered,67,67.72,4,RIDER1362
1362,ORDER1363,2023-09-07,In Transit,63,415.85,5,RIDER1363
1363,ORDER1364,2023-12-11,In Transit,12,304.83,2,RIDER1364
1364,ORDER1365,2023-05-06,In Transit,59,130.48,5,RIDER1365
1365,ORDER1366,2023-04-28,Failed,66,430.46,5,RIDER1366
1366,ORDER1367,2023-01-03,Failed,104,404.06,1,RIDER1367
1367,ORDER1368,2023-02-14,Delivered,110,314.54,5,RIDER1368
1368,ORDER1369,2023-10-03,Delivered,102,309.66,2,RIDER1369
1369,ORDER1370,2023-04-02,Delivered,118,493.78,3,RIDER1370
1370,ORDER1371,2023-06-08,In Transit,75,333.19,1,RIDER1371
1371,ORDER1372,2023-10-31,Failed,53,374.03,3,RIDER1372
1372,ORDER1373,2023-02-04,In Transit,89,73.58,1,RIDER1373
1373,ORDER1374,2023-06-27,Failed,87,94.01,1,RIDER1374
1374,ORDER1375,2023-12-13,Failed,58,345.12,1,RIDER1375
1375,ORDER1376,2023-05-17,Delivered,56,429.04,5,RIDER1376
1376,ORDER1377,2023-03-03,Failed,47,337.76,1,RIDER1377
1377,ORDER1378,2023-05-18,Failed,110,406.25,3,RIDER1378
1378,ORDER1379,2023-07-29,Failed,109,171.06,3,RIDER1379
1379,ORDER1380,2023-12-27,Delivered,36,60.4,5,RIDER1380
1380,ORDER1381,2023-11-07,In Transit,42,223.5,1,RIDER1381
1381,ORDER1382,2023-07-17,Failed,80,112.94,4,RIDER1382
1382,ORDER1383,2023-06-04,Delivered,100,142.63,2,RIDER1383
1383,ORDER1384,2023-08-02,Delivered,79,76.22,3,RIDER1384
1384,ORDER1385,2023-04-15,In Transit,39,356.04,1,RIDER1385
1385,ORDER1386,2023-07-03,Failed,92,78.82,3,RIDER1386
1386,ORDER1387,2023-06-07,Delivered,112,263.98,2,RIDER1387
1387,ORDER1388,2023-09-30,Failed,32,152.27,5,RIDER1388
1388,ORDER1389,2023-05-22,Failed,94,87.74,5,RIDER1389
1389,ORDER1390,2023-11-09,In Transit,72,245.11,4,RIDER1390
1390,ORDER1391,2023-07-27,Delivered,75,77.59,5,RIDER1391
1391,ORDER1392,2023-03-22,Failed,15,108.04,4,RIDER1392
1392,ORDER1393,2023-06-24,Delivered,12,142.01,2,RIDER1393
1393,ORDER1394,2023-12-18,Delivered,74,104.38,1,RIDER1394
1394,ORDER1395,2023-09-19,In Transit,23,272.77,4,RIDER1395
1395,ORDER1396,2023-09-26,In Transit,61,344.41,3,RIDER1396
1396,ORDER1397,2023-12-21,In Transit,112,98.73,4,RIDER1397
1397,ORDER1398,2023-04-03,Failed,36,136.06,2,RIDER1398
1398,ORDER1399,2023-05-08,In Transit,74,463.51,2,RIDER1399
1399,ORDER1400,2023-12-29,Failed,35,86.84,3,RIDER1400
1400,ORDER1401,2023-12-11,Failed,28,239.99,3,RIDER1401
1401,ORDER1402,2023-06-30,Delivered,55,483.6,3,RIDER1402
1402,ORDER1403,2023-12-10,Failed,77,255.94,1,RIDER1403
1403,ORDER1404,2023-06-13,Failed,40,273.65,2,RIDER1404
1404,ORDER1405,2023-08-18,Delivered,48,390.37,5,RIDER1405
1405,ORDER1406,2023-06-13,Failed,87,62.93,3,RIDER1406
1406,ORDER1407,2023-06-29,Delivered,97,216.54,1,RIDER1407
1407,ORDER1408,2023-01-01,In Transit,46,237.93,4,RIDER1408
1408,ORDER1409,2023-05-14,Delivered,111,169.2,4,RIDER1409
1409,ORDER1410,2023-02-15,In Transit,105,451.6,3,RIDER1410
1410,ORDER1411,2023-09-09,Delivered,59,79.92,1,RIDER1411
1411,ORDER1412,2023-06-01,In Transit,43,330.17,5,RIDER1412
1412,ORDER1413,2023-11-23,Failed,96,400.24,3,RIDER1413
1413,ORDER1414,2023-04-23,Failed,58,288.69,2,RIDER1414
1414,ORDER1415,2023-09-12,In Transit,54,66.39,4,RIDER1415
1415,ORDER1416,2023-03-25,Delivered,46,205.89,1,RIDER1416
1416,ORDER1417,2023-10-10,Delivered,47,79.12,4,RIDER1417
1417,ORDER1418,2023-05-15,Delivered,13,215.34,4,RIDER1418
1418,ORDER1419,2023-02-13,In Transit,50,306.79,1,RIDER1419
1419,ORDER1420,2023-10-06,Delivered,68,430.27,2,RIDER1420
1420,ORDER1421,2023-02-28,Delivered,53,150.97,2,RIDER1421
1421,ORDER1422,2023-02-11,Delivered,55,136.26,2,RIDER1422
1422,ORDER1423,2023-02-07,In Transit,112,112.35,4,RIDER1423
1423,ORDER1424,2023-06-29,In Transit,62,327.52,3,RIDER1424
1424,ORDER1425,2023-04-12,In Transit,97,324.84,5,RIDER1425
1425,ORDER1426,2023-11-14,Delivered,20,327.39,2,RIDER1426
1426,ORDER1427,2023-04-02,In Transit,37,66.18,4,RIDER1427
1427,ORDER1428,2023-03-16,Failed,68,101.38,4,RIDER1428
1428,ORDER1429,2023-07-03,In Transit,94,247.84,5,RIDER1429
1429,ORDER1430,2023-10-29,Failed,26,173.08,4,RIDER1430
1430,ORDER1431,2023-12-14,In Transit,17,339.78,4,RIDER1431
1431,ORDER1432,2023-08-11,In Transit,120,361.65,5,RIDER1432
1432,ORDER1433,2023-09-06,Failed,19,402.53,1,RIDER1433
1433,ORDER1434,2023-04-20,In Transit,70,71.43,5,RIDER1434
1434,ORDER1435,2023-01-18,Delivered,80,405.53,5,RIDER1435
1435,ORDER1436,2023-02-18,Delivered,119,64.86,5,RIDER1436
1436,ORDER1437,2023-06-09,Failed,21,370.46,4,RIDER1437
1437,ORDER1438,2023-08-12,Delivered,56,61.53,3,RIDER1438
1438,ORDER1439,2023-07-25,Delivered,30,58.49,3,RIDER1439
1439,ORDER1440,2023-08-12,Delivered,28,160.04,4,RIDER1440
1440,ORDER1441,2023-09-17,Failed,109,130.65,5,RIDER1441
1441,ORDER1442,2023-07-10,In Transit,75,275.51,2,RIDER1442
1442,ORDER1443,2023-06-25,Failed,57,151.48,4,RIDER1443
1443,ORDER1444,2023-07-24,In Transit,58,346.36,4,RIDER1444
1444,ORDER1445,2023-08-07,In Transit,108,413.56,4,RIDER1445
1445,ORDER1446,2023-02-18,Delivered,21,427.76,4,RIDER1446
1446,ORDER1447,2023-05-04,Failed,68,499.38,2,RIDER1447
1447,ORDER1448,2023-06-02,In Transit,84,480.31,3,RIDER1448
1448,ORDER1449,2023-02-23,Failed,15,361.34,2,RIDER1449
1449,ORDER1450,2023-09-23,Failed,57,478.7,2,RIDER1450
1450,ORDER1451,2023-03-16,Delivered,53,352.34,5,RIDER1451
1451,ORDER1452,2023-11-08,Delivered,66,83.75,2,RIDER1452
1452,ORDER1453,2023-01-28,Delivered,40,119.44,4,RIDER1453
1453,ORDER1454,2023-04-25,In Transit,24,300.64,3,RIDER1454
1454,ORDER1455,2023-05-17,Failed,95,50.98,2,RIDER1455
1455,ORDER1456,2023-05-25,Failed,65,372.36,5,RIDER1456
1456,ORDER1457,2023-02-03,In Transit,113,431.36,4,RIDER1457
1457,ORDER1458,2023-08-02,Delivered,36,311.63,2,RIDER1458
1458,ORDER1459,2023-02-07,In Transit,11,341.5,4,RIDER1459
1459,ORDER1460,2023-02-21,Failed,37,352.62,2,RIDER1460
1460,ORDER1461,2023-09-22,Delivered,68,354.2,2,RIDER1461
1461,ORDER1462,2023-08-03,Delivered,20,386.3,4,RIDER1462
1462,ORDER1463,2023-05-25,Delivered,13,480.03,1,RIDER1463
1463,ORDER1464,2023-11-11,Delivered,55,129.38,3,RIDER1464
1464,ORDER1465,2023-08-03,In Transit,29,305.97,4,RIDER1465
1465,ORDER1466,2023-11-18,Delivered,31,84.44,2,RIDER1466
1466,ORDER1467,2023-01-02,Delivered,43,178.39,3,RIDER1467
1467,ORDER1468,2023-01-24,In Transit,47,247.87,4,RIDER1468
1468,ORDER1469,2023-12-15,Delivered,30,115.79,5,RIDER1469
1469,ORDER1470,2023-11-27,Delivered,82,340.68,4,RIDER1470
1470,ORDER1471,2023-02-18,Delivered,53,191.98,5,RIDER1471
1471,ORDER1472,2023-09-18,Delivered,32,79.33,4,RIDER1472
1472,ORDER1473,2023-10-19,In Transit,107,411.27,2,RIDER1473
1473,ORDER1474,2023-10-03,Failed,55,281.91,5,RIDER1474
1474,ORDER1475,2023-11-01,In Transit,91,186.66,2,RIDER1475
1475,ORDER1476,2023-06-21,Delivered,18,315.43,5,RIDER1476
1476,ORDER1477,2023-05-26,Delivered,51,425.91,3,RIDER1477
1477,ORDER1478,2023-02-28,Failed,21,361.37,1,RIDER1478
1478,ORDER1479,2023-12-22,Failed,19,108.08,3,RIDER1479
1479,ORDER1480,2023-04-11,Failed,94,110.75,1,RIDER1480
1480,ORDER1481,2023-09-15,Delivered,14,328.57,3,RIDER1481
